ensgene,gso32.BL6.N.N.4h.1,gso32.BL6.IFNb.N.4h.1,gso32.BL6.N.N.4h.2,gso32.BL6.IFNb.N.4h.2,gso32.BL6.N.N.24h.1,gso32.BL6.IFNb.N.24h.1,gso32.BL6.N.N.24h.2,gso32.BL6.IFNb.N.24h.2
ENSMUSG00000003882,1043,4254,1161,4699,998,2648,857,2903
ENSMUSG00000072663,27,28,27,29,126,39,109,54
ENSMUSG00000044224,465,187,447,178,141,266,167,289
ENSMUSG00000022247,1056,370,1040,346,490,650,510,624
ENSMUSG00000022248,279,59,295,73,187,159,203,152
ENSMUSG00000022246,911,144,980,140,110,179,172,167
ENSMUSG00000096971,17,2,26,5,9,8,18,10
ENSMUSG00000022244,73,66,80,69,90,116,101,128
ENSMUSG00000022241,1980,604,2078,667,856,1333,889,1364
ENSMUSG00000022205,1649,1298,1490,1202,1766,924,1857,991
ENSMUSG00000022201,2845,2309,3035,2213,2470,2265,2338,2373
ENSMUSG00000039458,839,322,853,366,1277,701,1163,718
ENSMUSG00000022200,3087,2153,3118,2219,3008,2845,3078,3102
ENSMUSG00000022195,724,432,724,417,416,483,420,500
ENSMUSG00000022191,686,788,795,850,745,663,726,642
ENSMUSG00000047565,275,432,257,404,215,222,236,216
ENSMUSG00000045763,8767,18264,7741,17257,2365,7039,2658,7210
ENSMUSG00000022272,2111,951,2063,937,1057,390,925,369
ENSMUSG00000022270,2540,485,2850,467,2149,2450,2163,2565
ENSMUSG00000052253,840,370,855,398,1043,899,952,843
ENSMUSG00000022265,3867,431,3770,434,2347,667,2458,672
ENSMUSG00000046034,1339,683,1256,636,1741,1605,1534,1677
ENSMUSG00000056069,2756,264,2939,273,3444,2274,3157,2310
ENSMUSG00000022263,1132,1482,1209,1478,1525,1380,1517,1447
ENSMUSG00000022240,492,1419,602,1699,408,2478,541,2694
ENSMUSG00000039168,2370,1628,2432,1559,3452,1555,3441,1426
ENSMUSG00000022237,413,212,432,219,1234,487,1164,534
ENSMUSG00000022236,78,74,54,84,148,77,127,96
ENSMUSG00000039100,4073,1916,4192,2019,2705,2075,2465,2209
ENSMUSG00000022235,217,64,188,47,65,76,67,65
ENSMUSG00000022234,4979,2443,4987,2353,3758,2504,3772,2478
ENSMUSG00000039065,309,119,283,126,162,190,195,204
ENSMUSG00000022231,7,11,19,13,13,4,9,8
ENSMUSG00000022261,127,217,114,168,68,134,40,122
ENSMUSG00000039007,1071,1155,1136,1138,1575,2330,1495,2464
ENSMUSG00000022255,3240,934,3255,1040,2737,2446,2591,2575
ENSMUSG00000022257,144,173,126,179,116,164,123,162
ENSMUSG00000022324,84,36,96,42,43,43,75,50
ENSMUSG00000058600,437,224,428,243,352,284,324,283
ENSMUSG00000022323,192,95,204,93,290,134,261,155
ENSMUSG00000022325,392,60,380,79,171,180,196,192
ENSMUSG00000022329,917,704,994,709,705,493,749,527
ENSMUSG00000037646,1089,269,1293,321,2308,729,2288,803
ENSMUSG00000014313,1015,837,1019,863,973,630,950,632
ENSMUSG00000045996,61,48,69,43,47,60,44,44
ENSMUSG00000037617,35,34,40,25,32,18,50,28
ENSMUSG00000022280,725,291,696,290,1420,658,1359,700
ENSMUSG00000048307,788,258,828,272,975,514,1066,529
ENSMUSG00000022283,24573,13576,24283,12907,24638,14159,23948,13859
ENSMUSG00000022285,6534,11230,6545,11563,3846,4707,3778,4740
ENSMUSG00000072618,13,0,10,0,36,10,19,10
ENSMUSG00000062397,2537,981,2593,971,2640,1628,2459,1591
ENSMUSG00000022292,456,233,463,211,378,512,335,607
ENSMUSG00000037487,3778,4412,4164,4669,2916,3693,2965,4100
ENSMUSG00000037465,2307,1810,2294,2013,1526,2074,1250,2269
ENSMUSG00000097645,23,2,18,1,6,3,5,3
ENSMUSG00000037458,6179,8225,6673,8643,1504,3201,1633,3490
ENSMUSG00000022295,4152,3796,4022,3536,3223,4444,3495,4580
ENSMUSG00000022299,318,102,355,102,151,274,152,300
ENSMUSG00000022300,932,647,979,640,540,655,527,684
ENSMUSG00000022303,157,42,127,20,57,5,42,7
ENSMUSG00000022304,16,9,7,3,4,10,8,3
ENSMUSG00000022305,1417,1030,1403,929,1979,4027,1973,3934
ENSMUSG00000022307,2573,1645,2804,1736,2928,2338,2966,2386
ENSMUSG00000022309,1,480,1,564,3,39,4,50
ENSMUSG00000022336,3405,1784,3538,1855,3790,2792,3559,2931
ENSMUSG00000022337,1127,603,1139,618,1015,687,951,688
ENSMUSG00000038736,359,87,417,77,175,157,186,179
ENSMUSG00000022338,460,205,481,208,338,273,414,308
ENSMUSG00000022339,428,191,440,182,361,316,321,311
ENSMUSG00000038679,814,243,937,241,885,597,877,582
ENSMUSG00000022312,5150,3444,4882,3269,6268,4517,5937,4520
ENSMUSG00000022313,328,294,363,236,312,300,313,354
ENSMUSG00000022314,5317,2159,6046,2277,5993,1996,6209,2120
ENSMUSG00000057262,101,112,103,106,95,85,95,85
ENSMUSG00000038622,446,227,408,180,368,346,372,289
ENSMUSG00000061731,478,810,560,859,290,437,329,446
ENSMUSG00000037343,863,424,926,457,648,498,635,506
ENSMUSG00000022422,151,71,173,50,87,21,89,21
ENSMUSG00000053749,12,1,18,0,76,13,70,14
ENSMUSG00000022419,377,17,451,25,1174,192,1128,232
ENSMUSG00000022371,7,1,7,3,7,0,6,3
ENSMUSG00000022370,852,1503,893,1482,729,866,773,820
ENSMUSG00000022369,281,117,270,121,113,129,130,130
ENSMUSG00000060429,17,8,31,13,20,0,16,0
ENSMUSG00000071757,153,60,110,72,139,54,148,53
ENSMUSG00000022365,3061,2304,3051,2259,2790,3977,2758,4222
ENSMUSG00000022364,942,205,954,178,1009,756,1079,756
ENSMUSG00000101892,190,100,170,110,125,256,126,231
ENSMUSG00000022361,1492,695,1633,692,1757,1380,1740,1443
ENSMUSG00000022360,2696,768,3007,823,1556,525,1751,605
ENSMUSG00000022359,268,243,284,249,380,284,383,319
ENSMUSG00000022358,79,55,65,69,540,212,441,227
ENSMUSG00000037119,3630,1546,4153,1499,3441,2527,3413,2770
ENSMUSG00000062373,1551,830,1707,787,1723,1653,1742,1674
ENSMUSG00000037085,255,138,279,107,251,245,253,266
ENSMUSG00000037075,1131,2550,1089,2628,1099,1523,1033,1744
ENSMUSG00000050891,181,65,160,66,145,119,147,106
ENSMUSG00000022354,1433,1212,1437,1144,1360,1181,1233,1188
ENSMUSG00000022353,3609,974,3386,889,3324,2853,3376,2981
ENSMUSG00000022351,4580,485,4949,504,347,85,530,75
ENSMUSG00000022350,3445,1896,3660,1820,3663,2792,3860,2888
ENSMUSG00000059586,970,576,1004,575,912,673,1051,676
ENSMUSG00000032501,1172,449,1243,504,312,394,303,405
ENSMUSG00000072568,517,848,505,886,539,1272,547,1332
ENSMUSG00000022346,2450,43,2409,34,58,32,48,24
ENSMUSG00000097039,177,15,171,8,153,192,174,218
ENSMUSG00000022378,5267,7417,5182,6927,4161,5400,4092,5687
ENSMUSG00000022377,3556,761,3705,757,4982,3409,4975,3243
ENSMUSG00000015002,2661,2277,2876,2301,2421,1798,2547,1826
ENSMUSG00000036944,341,64,421,72,1862,590,1748,495
ENSMUSG00000072501,1437,906,1521,900,1420,970,1431,1096
ENSMUSG00000022372,1217,243,1358,299,1084,1773,1094,1622
ENSMUSG00000005125,1149,671,1048,715,3388,1698,3232,1455
ENSMUSG00000013846,2153,593,2097,660,2210,806,1979,867
ENSMUSG00000022335,250,201,252,188,386,222,392,181
ENSMUSG00000047921,896,688,872,625,1238,763,1192,719
ENSMUSG00000068391,788,603,692,494,686,579,707,594
ENSMUSG00000036698,2596,1190,2925,1304,1487,1731,1615,1871
ENSMUSG00000022607,1182,773,1175,789,304,581,369,633
ENSMUSG00000079020,637,236,655,196,2749,1158,2593,1122
ENSMUSG00000059895,624,98,625,83,1003,454,981,452
ENSMUSG00000022602,61,11,69,20,34,85,28,76
ENSMUSG00000046380,66,23,74,26,28,21,30,33
ENSMUSG00000056665,104,45,83,53,55,68,62,77
ENSMUSG00000022594,20,13,15,17,36,18,22,10
ENSMUSG00000063522,1,26,1,17,13,40,2,32
ENSMUSG00000022587,11134,54911,9758,54462,22802,125145,19690,121269
ENSMUSG00000022586,0,17,0,21,1,50,6,70
ENSMUSG00000075602,172,9476,100,7784,199,31781,137,32209
ENSMUSG00000079018,0,24,0,27,0,51,0,44
ENSMUSG00000022584,0,20,2,27,1,59,0,73
ENSMUSG00000047003,323,62,316,71,276,89,267,112
ENSMUSG00000000934,92,20,125,23,37,105,50,98
ENSMUSG00000075600,178,133,167,115,228,178,217,154
ENSMUSG00000022575,1663,5318,1532,5007,2001,4306,1641,4318
ENSMUSG00000098678,8,1,9,2,12,11,21,11
ENSMUSG00000022574,119,58,120,50,233,144,183,125
ENSMUSG00000055762,2015,912,2070,891,1800,1102,1695,1075
ENSMUSG00000103906,70,11,58,19,65,25,67,28
ENSMUSG00000022571,555,225,527,218,421,294,413,314
ENSMUSG00000022570,949,879,920,837,945,955,964,915
ENSMUSG00000050846,224,77,195,80,222,191,228,197
ENSMUSG00000034429,126,60,129,44,170,103,155,102
ENSMUSG00000098176,128,14,120,7,68,80,100,93
ENSMUSG00000046761,69,31,57,41,73,64,63,82
ENSMUSG00000022568,1198,371,1272,391,1000,653,947,680
ENSMUSG00000002524,2820,1441,2715,1388,2122,1905,1995,1819
ENSMUSG00000075590,30,13,23,6,27,23,12,19
ENSMUSG00000022565,12731,4167,13081,4812,5918,5717,5986,5878
ENSMUSG00000063268,518,5764,498,5749,806,3281,773,3358
ENSMUSG00000022564,4138,13996,3860,13228,5559,15597,5142,14936
ENSMUSG00000071724,20,4,26,4,35,22,30,16
ENSMUSG00000022562,43,23,30,15,122,33,98,17
ENSMUSG00000034259,441,208,447,222,324,314,313,348
ENSMUSG00000022561,1190,598,1073,592,876,486,886,443
ENSMUSG00000022551,1859,1271,1726,1180,1050,1221,941,1148
ENSMUSG00000022552,1512,1483,1445,1412,1504,1669,1496,1733
ENSMUSG00000022553,1688,1375,1635,1354,2786,1821,2536,1762
ENSMUSG00000022554,174,17,186,11,33,108,62,118
ENSMUSG00000022558,2203,1414,2216,1346,3537,2061,3268,2002
ENSMUSG00000022557,1341,350,1261,375,432,779,484,809
ENSMUSG00000022556,805,170,834,202,483,667,470,650
ENSMUSG00000022555,305,198,325,191,323,268,345,310
ENSMUSG00000022559,512,159,470,141,639,430,572,408
ENSMUSG00000022560,476,170,435,200,237,461,232,416
ENSMUSG00000022550,283,82,261,75,369,119,362,103
ENSMUSG00000034022,1899,658,1807,743,1817,1315,1728,1274
ENSMUSG00000063354,28,8,32,10,90,4,72,1
ENSMUSG00000059323,2244,1679,2049,1644,2560,1483,2367,1479
ENSMUSG00000053929,1769,1260,1741,1229,1916,1798,1761,1729
ENSMUSG00000004187,45,11,30,6,109,58,93,40
ENSMUSG00000033819,530,432,508,448,689,561,586,493
ENSMUSG00000022546,104,40,91,39,87,89,83,93
ENSMUSG00000019080,154,63,165,81,76,81,101,115
ENSMUSG00000033762,204,15,222,26,107,45,104,49
ENSMUSG00000033728,516,252,522,267,388,374,373,385
ENSMUSG00000033707,231,86,218,114,133,199,127,215
ENSMUSG00000033697,675,314,674,373,716,688,747,686
ENSMUSG00000022526,240,102,257,112,351,160,361,148
ENSMUSG00000033669,94,33,118,45,108,68,126,77
ENSMUSG00000055041,365,322,387,312,351,358,294,370
ENSMUSG00000003970,12165,7288,11218,7253,10936,6669,10659,6488
ENSMUSG00000054967,24,5,30,10,55,18,51,20
ENSMUSG00000063236,446,784,445,789,449,401,412,411
ENSMUSG00000033565,58,22,56,12,49,21,54,30
ENSMUSG00000057346,1,642,0,701,3,488,0,520
ENSMUSG00000068246,6,1915,4,2123,18,1934,18,2034
ENSMUSG00000022443,18773,13752,19894,15257,10796,9513,10390,9458
ENSMUSG00000005354,2705,1616,2592,1626,2193,2414,2144,2336
ENSMUSG00000016552,567,156,642,192,985,777,930,770
ENSMUSG00000016554,2049,1111,2117,1089,1646,1817,1614,1793
ENSMUSG00000097057,16,5,12,4,15,13,6,9
ENSMUSG00000016637,422,250,422,308,406,230,469,181
ENSMUSG00000071715,2718,1997,2723,1723,2342,3796,2214,3930
ENSMUSG00000071714,6297,18172,6151,20413,6385,10316,5191,9975
ENSMUSG00000071713,4967,14015,4810,14706,5695,4891,4951,4903
ENSMUSG00000044986,27,12,29,7,34,13,32,5
ENSMUSG00000071711,347,139,300,139,526,284,521,256
ENSMUSG00000033287,327,127,270,127,255,59,233,69
ENSMUSG00000022440,355,184,310,178,373,192,329,184
ENSMUSG00000033220,10405,6127,10413,6304,12405,14854,11740,14331
ENSMUSG00000018008,19554,14362,19149,14454,14420,14434,13165,14342
ENSMUSG00000018169,139,13,137,16,244,70,196,63
ENSMUSG00000033128,2534,1848,2422,1862,2493,2558,2417,2572
ENSMUSG00000022436,3057,3210,3011,3298,3547,2880,3311,2599
ENSMUSG00000068220,42406,32818,40236,31073,29926,16025,29331,15308
ENSMUSG00000033099,753,285,691,223,334,466,316,456
ENSMUSG00000033088,839,2623,765,2499,1204,1159,1202,1123
ENSMUSG00000096210,2085,951,1992,819,2588,1101,2230,1047
ENSMUSG00000006378,401,96,351,75,198,42,223,40
ENSMUSG00000033055,481,180,455,162,387,206,392,216
ENSMUSG00000033047,4569,1607,4664,1581,3824,2092,3886,2035
ENSMUSG00000033039,688,349,753,374,298,409,287,431
ENSMUSG00000033029,5,4,10,5,15,11,14,0
ENSMUSG00000033020,816,459,733,533,574,553,535,492
ENSMUSG00000068206,251,132,273,130,284,198,330,195
ENSMUSG00000042632,282,50,259,50,212,89,217,84
ENSMUSG00000042622,74,42,84,50,17,12,21,16
ENSMUSG00000009035,2779,10110,2723,10394,1795,7054,1657,7392
ENSMUSG00000022433,789,383,776,372,1236,729,1074,672
ENSMUSG00000055065,3532,2434,3485,2396,5517,5801,5534,6149
ENSMUSG00000042564,15,9,12,9,37,3,35,4
ENSMUSG00000022428,449,220,378,221,582,263,563,290
ENSMUSG00000022427,2365,1657,2282,1637,1808,1774,1778,1737
ENSMUSG00000022426,803,180,886,158,762,534,807,521
ENSMUSG00000042535,1751,1180,1746,1228,1327,1567,1295,1619
ENSMUSG00000042524,3072,2163,3280,2382,4190,1529,4289,1367
ENSMUSG00000087543,31,9,32,8,60,23,58,31
ENSMUSG00000022420,549,400,599,412,660,422,609,455
ENSMUSG00000022421,306,123,304,141,251,29,275,33
ENSMUSG00000089715,886,192,1060,152,1139,133,1070,100
ENSMUSG00000009585,1644,8397,1724,8202,4813,4101,4319,3661
ENSMUSG00000053411,167,31,153,33,660,135,598,115
ENSMUSG00000000489,3861,705,3606,745,803,1106,713,1162
ENSMUSG00000060036,2762,1091,2550,1116,2820,821,2662,837
ENSMUSG00000022415,3046,1710,2619,1482,1504,2372,1433,2396
ENSMUSG00000022414,479,262,475,250,614,373,573,415
ENSMUSG00000022412,734,613,826,598,561,649,616,739
ENSMUSG00000042406,3316,3515,3254,3393,1546,6869,1535,7011
ENSMUSG00000051518,388,218,355,210,237,323,199,322
ENSMUSG00000042351,33,92,32,80,33,147,23,175
ENSMUSG00000022408,152,191,119,159,108,405,81,383
ENSMUSG00000047888,1104,1146,1284,1143,1674,1307,1616,1353
ENSMUSG00000022407,1101,360,1113,331,457,600,448,631
ENSMUSG00000042303,70,16,52,12,49,30,63,19
ENSMUSG00000042292,1857,1346,1795,1421,3070,3024,2917,2782
ENSMUSG00000022404,1169,787,1226,761,1157,781,1095,800
ENSMUSG00000022403,4200,2522,4262,2537,4317,2656,4447,2816
ENSMUSG00000022401,278,160,351,180,323,227,328,269
ENSMUSG00000022400,989,1020,961,1009,718,989,726,1029
ENSMUSG00000055024,3378,3663,3637,4190,4526,4402,4329,4668
ENSMUSG00000022394,868,152,878,202,343,444,378,408
ENSMUSG00000063765,15,2,10,5,13,7,14,10
ENSMUSG00000022391,4224,1097,4372,1197,2060,1086,2038,1011
ENSMUSG00000022390,1389,923,1481,1053,1237,931,1249,968
ENSMUSG00000022389,1157,301,1027,363,3155,1636,2966,1567
ENSMUSG00000048546,1255,699,1418,834,1627,1005,1455,1012
ENSMUSG00000061360,1111,688,995,715,587,796,614,878
ENSMUSG00000022477,5195,3994,5407,3852,4484,4303,4629,4099
ENSMUSG00000022476,463,106,434,95,153,160,202,201
ENSMUSG00000022474,207,63,181,48,295,145,288,146
ENSMUSG00000022471,524,59,545,56,267,196,320,187
ENSMUSG00000022472,1091,368,1073,375,808,636,797,664
ENSMUSG00000063480,1052,292,1004,291,434,487,422,438
ENSMUSG00000068114,433,413,421,380,139,436,130,471
ENSMUSG00000022463,7080,2238,6864,2245,2299,1341,2678,1334
ENSMUSG00000068101,418,103,418,135,376,41,355,39
ENSMUSG00000022453,2287,3142,2093,2985,3269,3793,3048,3718
ENSMUSG00000049687,51,22,78,24,55,36,35,50
ENSMUSG00000022452,2552,1951,2190,1714,1788,1421,1777,1466
ENSMUSG00000022450,747,466,715,422,922,804,897,831
ENSMUSG00000041852,1108,676,1345,727,1097,1288,1025,1352
ENSMUSG00000058099,5317,852,5190,781,7538,4122,6832,3921
ENSMUSG00000058586,250,277,242,286,433,300,390,297
ENSMUSG00000018040,1235,1189,1264,1260,863,1054,794,1022
ENSMUSG00000041815,2554,2752,2608,2739,2586,2335,2551,2426
ENSMUSG00000018042,7787,5177,7598,5290,4104,2607,4187,2650
ENSMUSG00000047878,3,81,6,71,15,23,14,15
ENSMUSG00000054277,693,873,651,870,930,608,881,557
ENSMUSG00000075511,23,6,18,6,20,13,21,13
ENSMUSG00000016664,5130,1148,5174,1304,3452,2393,3676,2250
ENSMUSG00000022442,386,163,313,165,419,274,432,259
ENSMUSG00000016758,18,7,21,7,4,1,15,4
ENSMUSG00000048755,293,229,296,223,281,234,287,243
ENSMUSG00000041736,2527,11260,2253,10328,2859,6025,2573,6489
ENSMUSG00000016757,1168,271,1106,281,1208,460,1153,469
ENSMUSG00000022441,2,6,1,6,3,15,1,8
ENSMUSG00000022437,2044,976,2017,948,1418,1378,1379,1308
ENSMUSG00000022438,4354,1839,4363,2051,1872,1097,1884,1096
ENSMUSG00000022439,1702,511,2009,638,1919,1209,1999,1204
ENSMUSG00000055745,103,44,71,49,93,124,78,105
ENSMUSG00000036106,13,4,10,10,8,6,5,2
ENSMUSG00000078954,2,42,4,20,0,13,0,7
ENSMUSG00000016619,1815,1200,1928,1221,1342,1502,1366,1446
ENSMUSG00000036046,10462,5816,10822,6344,11183,9664,10898,9541
ENSMUSG00000022434,276,161,277,140,325,259,285,255
ENSMUSG00000022432,0,10,0,7,3,30,1,22
ENSMUSG00000016541,2942,1826,2955,1858,2714,1410,2622,1393
ENSMUSG00000064284,201,41,182,45,192,153,205,147
ENSMUSG00000035944,426,122,427,140,828,393,853,431
ENSMUSG00000022385,1726,369,1708,375,1822,605,1857,605
ENSMUSG00000022386,129,70,113,49,74,103,80,108
ENSMUSG00000035900,195,11,210,11,173,100,155,89
ENSMUSG00000035891,5206,2019,5308,2004,9968,6126,9275,6051
ENSMUSG00000051864,1969,747,1972,750,3097,1746,2806,1722
ENSMUSG00000022387,1555,482,1600,493,1814,1214,1769,1195
ENSMUSG00000034333,387,132,446,147,408,284,407,294
ENSMUSG00000035845,445,340,411,330,257,381,294,422
ENSMUSG00000023272,1031,1044,955,926,459,540,474,538
ENSMUSG00000035828,159,61,143,57,190,91,177,103
ENSMUSG00000087331,21,15,35,17,58,26,62,35
ENSMUSG00000015363,1423,826,1445,757,1331,903,1285,925
ENSMUSG00000035757,267,125,242,120,308,226,312,206
ENSMUSG00000051786,700,315,802,366,571,434,525,435
ENSMUSG00000062906,376,82,360,103,310,270,337,259
ENSMUSG00000022610,20,1,22,3,15,17,18,10
ENSMUSG00000053137,208,128,161,105,107,66,99,52
ENSMUSG00000036606,14437,11875,15475,12367,21552,22331,20325,23466
ENSMUSG00000015377,60,470,53,578,39,346,33,412
ENSMUSG00000097578,32,18,22,10,33,25,33,38
ENSMUSG00000036561,452,222,509,253,712,534,708,505
ENSMUSG00000036529,2216,1047,2267,1112,1881,1277,1915,1308
ENSMUSG00000022614,2646,2380,2670,2465,2786,1527,2742,1526
ENSMUSG00000008690,2488,1185,2493,1219,2748,1209,2764,1188
ENSMUSG00000022615,21,3,32,3,12,12,12,6
ENSMUSG00000022617,709,332,692,330,1162,557,1188,593
ENSMUSG00000079242,12,5,7,2,19,12,18,6
ENSMUSG00000022620,1083,762,1126,787,1441,1114,1370,1044
ENSMUSG00000022621,156,110,157,120,246,107,275,86
ENSMUSG00000075470,1664,500,1823,501,981,599,886,691
ENSMUSG00000052560,111,43,80,43,116,43,90,32
ENSMUSG00000055782,315,43,319,25,1084,93,878,89
ENSMUSG00000036273,384,111,494,105,270,281,278,371
ENSMUSG00000036197,1283,359,1431,401,1322,705,1402,837
ENSMUSG00000022634,642,104,678,92,617,279,657,317
ENSMUSG00000022635,987,814,989,786,693,701,672,772
ENSMUSG00000036167,1426,1104,1619,1161,922,937,1027,953
ENSMUSG00000033356,185,27,188,37,88,66,100,68
ENSMUSG00000059883,1237,802,1277,745,1833,1230,1763,1195
ENSMUSG00000022451,3349,2213,3527,2410,3472,1774,3524,1745
ENSMUSG00000063296,3,3,1,1,28,1,25,0
ENSMUSG00000097643,15,9,23,12,19,17,18,18
ENSMUSG00000064210,4185,1541,4388,1578,3321,2205,3195,2233
ENSMUSG00000033237,1000,593,1109,644,962,693,990,772
ENSMUSG00000033228,2837,1563,3241,1636,2626,2177,2720,2154
ENSMUSG00000023169,3015,571,3137,547,2149,1311,2163,1303
ENSMUSG00000022462,2950,736,3270,695,2065,1870,2108,1907
ENSMUSG00000044250,246,164,233,165,93,309,129,315
ENSMUSG00000022466,390,192,363,233,336,255,315,243
ENSMUSG00000022469,30,9,31,15,63,43,69,37
ENSMUSG00000081534,9869,2761,10061,2945,8208,3181,8211,3003
ENSMUSG00000022475,310,207,308,224,338,241,287,221
ENSMUSG00000022479,107,165,103,140,29,10,32,9
ENSMUSG00000052369,1114,549,1120,584,1629,520,1623,561
ENSMUSG00000033075,892,745,1028,809,701,713,703,732
ENSMUSG00000033065,362,144,384,107,646,313,615,253
ENSMUSG00000048175,950,846,908,769,931,680,950,698
ENSMUSG00000022992,307,87,310,107,224,216,231,198
ENSMUSG00000011960,1190,591,1392,623,1061,976,1099,1047
ENSMUSG00000022994,6,0,11,4,11,1,25,2
ENSMUSG00000003352,23,17,24,9,27,8,30,2
ENSMUSG00000003360,1848,906,1837,965,1638,1489,1506,1482
ENSMUSG00000054855,53,16,46,12,32,59,36,47
ENSMUSG00000003355,17,12,22,8,8,9,9,3
ENSMUSG00000051853,5334,6720,5320,6622,4739,5794,4692,5826
ENSMUSG00000067713,799,236,688,256,601,427,609,424
ENSMUSG00000048154,1713,1215,1785,1398,1733,2024,1754,2099
ENSMUSG00000023755,58,16,40,20,63,31,54,30
ENSMUSG00000023000,1,17,1,13,2,4,2,7
ENSMUSG00000022999,111,177,141,170,257,199,246,193
ENSMUSG00000023004,11779,6254,11517,6263,6524,2582,6757,2626
ENSMUSG00000072235,3253,2489,3270,2493,2060,495,1861,442
ENSMUSG00000043091,5959,2278,6062,2306,2666,1317,2680,1337
ENSMUSG00000032783,652,90,679,93,536,60,554,47
ENSMUSG00000051934,315,158,323,122,247,122,239,93
ENSMUSG00000037570,346,238,262,240,275,145,291,184
ENSMUSG00000023007,159,55,175,35,133,93,132,86
ENSMUSG00000023008,3218,917,3320,992,637,1368,612,1497
ENSMUSG00000023010,14219,27508,13775,27909,15261,20021,15131,19810
ENSMUSG00000023009,252,49,259,48,215,113,195,74
ENSMUSG00000037525,132,42,129,46,95,95,94,105
ENSMUSG00000023015,3399,694,3576,781,3142,295,3351,317
ENSMUSG00000023017,33,7,35,10,45,23,30,18
ENSMUSG00000023018,750,370,737,371,669,525,692,478
ENSMUSG00000023019,27,21,17,13,47,52,35,49
ENSMUSG00000023020,542,428,443,372,549,649,513,681
ENSMUSG00000023021,2222,486,2398,433,1647,867,1637,893
ENSMUSG00000023022,2233,3155,2205,3118,2634,2008,2400,1880
ENSMUSG00000023025,1780,395,2083,459,869,1036,920,1236
ENSMUSG00000023026,743,923,918,908,2316,829,2229,908
ENSMUSG00000023027,902,531,1011,589,719,954,806,1027
ENSMUSG00000054619,996,623,1006,615,1722,1140,1667,1145
ENSMUSG00000023030,665,596,677,704,984,900,948,895
ENSMUSG00000037353,1270,804,1391,869,1649,1475,1599,1439
ENSMUSG00000044636,115,33,117,40,110,157,92,159
ENSMUSG00000009733,273,116,284,107,265,299,222,287
ENSMUSG00000009739,375,494,362,478,472,462,442,468
ENSMUSG00000097093,24,4,22,6,27,5,18,14
ENSMUSG00000000346,14347,10366,14510,10729,16920,12770,16329,12487
ENSMUSG00000053559,1078,564,978,589,2198,460,2184,421
ENSMUSG00000098112,3135,825,3178,859,1378,1577,1565,1617
ENSMUSG00000023031,102,64,82,52,83,147,76,137
ENSMUSG00000037280,2298,2302,2323,2037,1296,2755,1239,2712
ENSMUSG00000095440,95,67,64,58,119,42,133,62
ENSMUSG00000000530,984,4727,894,4559,912,2121,843,2055
ENSMUSG00000000532,1142,520,1186,524,1104,1023,981,965
ENSMUSG00000000531,40,23,43,23,7,4,16,2
ENSMUSG00000023034,365,289,339,435,234,83,195,83
ENSMUSG00000037204,651,299,625,319,706,423,709,360
ENSMUSG00000037185,31,0,36,1,64,8,72,7
ENSMUSG00000058655,8606,2300,9248,2402,12718,5777,11991,5798
ENSMUSG00000037003,67,9,60,6,30,7,34,14
ENSMUSG00000036966,1160,809,1155,962,822,1066,805,1006
ENSMUSG00000023046,6,6,15,4,1,35,5,38
ENSMUSG00000023045,38,59,29,55,10,319,3,361
ENSMUSG00000023044,413,148,399,108,806,257,701,278
ENSMUSG00000046897,1196,723,1196,750,2145,1631,2034,1647
ENSMUSG00000001281,385,894,396,949,452,932,345,835
ENSMUSG00000001288,414,496,327,482,1253,565,1068,563
